date,district,latitude,longitude,rainfall_24h,rainfall_3day,rainfall_7day,max_daily_rain,forecast_rain,max_temperature,average_temperature,average_humidity,soil_moisture,max_wind_speed,heavy_rain,heatwave,flood
2022-02-10,Dera Ismail Khan,31.83,70.9,0.91,3.29,3.43,0.98,2.03,14.5,6.75,47.82,0.102,18.3,0,0,0
2022-02-11,Dera Ismail Khan,31.83,70.9,4.14,5.61,7.52,4.14,1.14,16.83,11.2,69.81,0.198,18.02,0,0,0
2022-02-12,Dera Ismail Khan,31.83,70.9,0.79,5.54,15.76,0.79,1.64,22.0,15.16,65.11,0.268,26.51,0,0,0
2022-02-13,Dera Ismail Khan,31.83,70.9,0.5,4.07,11.26,0.5,0.04,18.78,12.83,79.29,0.221,5.23,0,0,0
2022-02-14,Dera Ismail Khan,31.83,70.9,0.71,8.6,13.9,1.03,1.36,12.47,7.28,57.86,0.307,12.31,0,0,0
2022-02-15,Dera Ismail Khan,31.83,70.9,0.0,6.16,8.11,4.51,2.16,17.82,12.34,75.99,0.284,15.22,0,0,0
2022-02-16,Dera Ismail Khan,31.83,70.9,1.26,2.59,4.05,2.55,0.27,18.33,11.61,64.8,0.106,26.81,0,0,0
2022-02-17,Dera Ismail Khan,31.83,70.9,1.91,4.6,9.21,2.25,4.43,14.45,7.42,38.29,0.212,12.75,0,0,0
2022-02-18,Dera Ismail Khan,31.83,70.9,0.07,2.34,15.41,0.07,1.45,15.33,9.95,60.5,0.14,19.91,0,0,0
2022-02-19,Dera Ismail Khan,31.83,70.9,0.28,1.08,2.7,0.53,0.92,17.95,12.5,56.28,0.146,11.89,0,0,0
2022-02-20,Dera Ismail Khan,31.83,70.9,0.69,4.07,6.28,1.34,1.32,15.88,10.45,41.44,0.163,3.61,0,0,0
2022-02-21,Dera Ismail Khan,31.83,70.9,0.18,2.04,23.64,0.18,0.47,17.38,10.94,43.72,0.361,17.55,0,0,0
2022-02-22,Dera Ismail Khan,31.83,70.9,3.18,3.49,16.59,4.3,0.23,13.7,7.86,43.61,0.222,26.98,0,0,0
2022-02-23,Dera Ismail Khan,31.83,70.9,0.23,1.83,2.7,0.44,1.14,10.63,5.5,54.42,0.139,15.5,0,0,0
2022-02-24,Dera Ismail Khan,31.83,70.9,0.44,4.32,4.49,0.44,0.23,17.91,11.09,46.7,0.11,27.78,0,0,0
2022-02-25,Dera Ismail Khan,31.83,70.9,2.57,6.71,7.08,2.57,3.56,20.8,15.4,50.53,0.189,20.63,0,0,0
2022-02-26,Dera Ismail Khan,31.83,70.9,0.27,0.29,3.11,1.19,2.09,20.4,13.31,45.68,0.175,12.82,0,0,0
2022-02-27,Dera Ismail Khan,31.83,70.9,3.68,5.75,16.87,4.92,1.22,14.45,6.61,51.72,0.346,12.51,0,0,0
2022-02-28,Dera Ismail Khan,31.83,70.9,0.31,0.34,7.21,0.41,1.87,11.36,3.75,56.49,0.111,12.18,0,0,0
2022-03-01,Dera Ismail Khan,31.83,70.9,1.24,2.16,7.51,1.24,0.75,13.57,7.01,41.53,0.296,7.09,0,0,0
2022-03-02,Dera Ismail Khan,31.83,70.9,0.01,2.04,2.65,1.37,0.57,17.46,10.0,35.91,0.122,13.97,0,0,0
2022-03-03,Dera Ismail Khan,31.83,70.9,0.05,4.55,6.51,0.05,0.24,32.0,24.0,47.19,0.194,22.23,0,0,0
2022-03-04,Dera Ismail Khan,31.83,70.9,0.7,1.84,2.0,1.4,0.16,29.25,23.01,59.49,0.237,12.9,0,0,0
2022-03-05,Dera Ismail Khan,31.83,70.9,0.42,1.61,5.45,0.42,0.94,24.6,16.92,56.18,0.171,14.12,0,0,0
2022-03-06,Dera Ismail Khan,31.83,70.9,0.0,1.65,2.76,0.13,0.29,28.55,22.13,58.6,0.179,11.35,0,0,0
2022-03-07,Dera Ismail Khan,31.83,70.9,1.77,2.84,3.35,3.01,0.41,26.0,19.41,30.64,0.198,16.11,0,0,0
2022-03-08,Dera Ismail Khan,31.83,70.9,1.91,5.88,10.57,1.91,0.83,25.21,18.2,50.34,0.191,26.71,0,0,0
2022-03-09,Dera Ismail Khan,31.83,70.9,0.09,1.74,5.46,2.21,0.79,19.72,12.88,30.17,0.133,9.93,0,0,0
2022-03-10,Dera Ismail Khan,31.83,70.9,0.02,3.76,11.71,0.91,0.34,36.31,28.93,72.07,0.207,28.07,0,0,0
2022-03-11,Dera Ismail Khan,31.83,70.9,1.18,4.54,8.63,2.57,0.21,24.2,15.46,54.21,0.144,17.78,0,0,0
2022-03-12,Dera Ismail Khan,31.83,70.9,0.82,4.48,4.49,1.26,0.08,25.94,19.7,67.43,0.308,26.84,0,0,0
2022-03-13,Dera Ismail Khan,31.83,70.9,0.75,4.05,8.81,0.75,0.29,30.77,24.16,74.79,0.227,14.56,0,0,0
2022-03-14,Dera Ismail Khan,31.83,70.9,0.0,2.97,8.5,0.51,0.43,23.35,14.98,58.69,0.243,7.74,0,0,0
2022-03-15,Dera Ismail Khan,31.83,70.9,0.0,6.6,12.17,0.63,0.18,24.67,16.59,57.18,0.29,9.95,0,0,0
2022-03-16,Dera Ismail Khan,31.83,70.9,0.0,4.95,6.07,0.33,0.48,25.54,18.05,26.62,0.296,12.32,0,0,0
2022-03-17,Dera Ismail Khan,31.83,70.9,0.28,3.2,10.97,1.17,0.9,31.99,25.64,53.98,0.17,8.45,0,0,0
2022-03-18,Dera Ismail Khan,31.83,70.9,0.0,0.11,0.61,1.62,0.87,27.21,20.24,52.27,0.13,22.86,0,0,0
2022-03-19,Dera Ismail Khan,31.83,70.9,0.6,2.17,4.16,0.92,0.42,18.77,11.61,65.1,0.189,18.12,0,0,0
2022-03-20,Dera Ismail Khan,31.83,70.9,0.23,0.43,9.86,0.54,0.32,31.33,23.89,40.03,0.279,18.47,0,0,0
2022-03-21,Dera Ismail Khan,31.83,70.9,0.0,9.4,14.72,6.67,1.12,19.16,10.41,62.95,0.257,28.46,0,0,0
2022-03-22,Dera Ismail Khan,31.83,70.9,0.05,2.15,7.55,0.87,0.08,26.93,18.03,48.79,0.282,10.12,0,0,0
2022-03-23,Dera Ismail Khan,31.83,70.9,1.87,2.57,2.78,2.9,0.93,25.79,17.21,63.4,0.118,14.25,0,0,0
2022-03-24,Dera Ismail Khan,31.83,70.9,0.31,7.82,11.0,0.31,1.68,30.61,24.41,58.12,0.191,14.91,0,0,0
2022-03-25,Dera Ismail Khan,31.83,70.9,0.71,2.0,12.11,0.71,0.42,19.53,12.35,70.3,0.268,15.89,0,0,0
2022-03-26,Dera Ismail Khan,31.83,70.9,1.65,2.9,3.51,1.91,0.71,16.41,9.76,77.6,0.153,8.28,0,0,0
2022-03-27,Dera Ismail Khan,31.83,70.9,0.08,1.28,8.85,0.13,0.98,26.0,17.06,46.58,0.189,24.35,0,0,0
2022-03-28,Dera Ismail Khan,31.83,70.9,0.78,1.6,4.92,1.53,1.87,23.63,15.63,43.19,0.139,16.39,0,0,0
2022-03-29,Dera Ismail Khan,31.83,70.9,0.0,2.09,2.71,0.1,1.17,31.17,23.05,76.0,0.185,18.72,0,0,0
2022-03-30,Dera Ismail Khan,31.83,70.9,0.0,1.39,4.3,3.25,1.03,20.73,13.77,55.76,0.183,15.15,0,0,0
2022-03-31,Dera Ismail Khan,31.83,70.9,0.12,0.77,1.56,1.01,0.05,31.04,22.91,72.15,0.182,19.36,0,0,0
2022-04-01,Dera Ismail Khan,31.83,70.9,0.0,1.64,2.28,2.39,0.73,32.14,23.52,59.54,0.235,19.53,0,0,0
2022-04-02,Dera Ismail Khan,31.83,70.9,0.64,2.25,2.92,1.16,1.33,27.68,19.25,60.98,0.129,6.06,0,0,0
2022-04-03,Dera Ismail Khan,31.83,70.9,0.0,0.32,5.22,4.79,1.69,27.0,18.83,48.7,0.175,8.08,0,0,0
2022-04-04,Dera Ismail Khan,31.83,70.9,0.3,5.06,5.48,1.0,0.71,34.73,27.04,39.6,0.273,9.07,0,0,0
2022-04-05,Dera Ismail Khan,31.83,70.9,0.71,3.03,4.6,0.71,1.11,25.48,17.67,64.45,0.192,18.68,0,0,0
2022-04-06,Dera Ismail Khan,31.83,70.9,0.04,0.88,3.32,1.74,0.05,25.56,17.29,59.68,0.241,17.09,0,0,0
2022-04-07,Dera Ismail Khan,31.83,70.9,0.0,4.18,12.85,1.74,0.77,24.94,18.66,55.4,0.236,1.4,0,0,0
2022-04-08,Dera Ismail Khan,31.83,70.9,0.34,2.07,12.98,0.34,0.1,26.66,20.41,55.52,0.23,54.66,0,0,0
2022-04-09,Dera Ismail Khan,31.83,70.9,1.77,3.2,4.3,3.33,0.83,24.65,16.52,48.13,0.171,42.22,0,0,0
2022-04-10,Dera Ismail Khan,31.83,70.9,0.0,0.94,2.08,0.9,1.09,21.84,13.54,60.89,0.136,23.05,0,0,0
2022-04-11,Dera Ismail Khan,31.83,70.9,0.0,1.95,2.8,0.44,0.22,15.44,6.55,65.52,0.173,15.24,0,0,0
2022-04-12,Dera Ismail Khan,31.83,70.9,0.0,3.75,5.54,1.66,1.03,37.19,30.42,48.75,0.136,12.26,0,1,0
2022-04-13,Dera Ismail Khan,31.83,70.9,0.0,3.39,5.27,0.34,1.27,23.0,16.72,63.79,0.124,7.99,0,0,0
2022-04-14,Dera Ismail Khan,31.83,70.9,0.0,0.67,2.11,1.17,0.12,18.01,10.62,22.59,0.117,15.93,0,0,0
2022-04-15,Dera Ismail Khan,31.83,70.9,0.06,1.92,5.29,0.06,1.68,35.3,28.52,45.34,0.216,9.58,0,0,0
2022-04-16,Dera Ismail Khan,31.83,70.9,0.0,1.27,4.06,0.05,1.87,31.72,23.15,45.01,0.161,17.4,0,0,0
2022-04-17,Dera Ismail Khan,31.83,70.9,0.0,0.27,2.93,1.04,1.38,27.53,19.81,71.94,0.109,20.47,0,0,0
2022-04-18,Dera Ismail Khan,31.83,70.9,0.0,1.53,3.85,0.29,0.11,29.83,22.16,41.57,0.21,8.0,0,0,0
2022-04-19,Dera Ismail Khan,31.83,70.9,0.0,1.01,1.52,0.26,2.99,31.31,22.91,53.66,0.184,28.63,0,0,0
2022-04-20,Dera Ismail Khan,31.83,70.9,0.0,4.45,11.77,1.63,0.16,27.86,21.08,37.21,0.231,21.27,0,0,0
2022-04-21,Dera Ismail Khan,31.83,70.9,0.94,3.94,8.27,0.94,0.18,24.07,17.31,21.91,0.17,25.22,0,0,0
2022-04-22,Dera Ismail Khan,31.83,70.9,0.51,1.0,5.29,0.51,1.83,25.75,18.88,68.24,0.167,23.86,0,0,0
2022-04-23,Dera Ismail Khan,31.83,70.9,0.32,0.86,9.45,0.32,0.18,22.71,15.67,26.27,0.185,21.57,0,0,0
2022-04-24,Dera Ismail Khan,31.83,70.9,2.13,3.49,9.83,2.13,2.27,19.71,13.41,48.18,0.197,0.0,0,0,0
2022-04-25,Dera Ismail Khan,31.83,70.9,0.0,0.6,4.12,0.76,0.93,23.63,17.04,89.77,0.252,25.21,0,0,0
2022-04-26,Dera Ismail Khan,31.83,70.9,0.92,0.98,4.73,2.24,0.23,23.79,16.83,43.84,0.197,22.03,0,0,0
2022-04-27,Dera Ismail Khan,31.83,70.9,0.0,2.49,6.25,0.77,2.05,31.84,24.35,48.67,0.141,7.46,0,0,0
2022-04-28,Dera Ismail Khan,31.83,70.9,0.03,13.09,14.06,0.33,1.05,15.92,7.78,63.8,0.175,35.28,0,0,0
2022-04-29,Dera Ismail Khan,31.83,70.9,1.83,3.13,3.47,1.83,0.49,26.19,18.47,77.74,0.108,20.32,0,0,0
2022-04-30,Dera Ismail Khan,31.83,70.9,0.0,1.77,13.75,1.62,0.06,25.03,18.69,69.5,0.253,9.3,0,0,0
2022-05-01,Dera Ismail Khan,31.83,70.9,1.18,3.85,4.96,1.18,0.01,37.03,29.59,48.57,0.239,6.0,0,1,0
2022-05-02,Dera Ismail Khan,31.83,70.9,0.59,0.71,2.43,0.59,0.09,30.95,22.21,34.55,0.118,22.33,0,0,0
2022-05-03,Dera Ismail Khan,31.83,70.9,0.0,2.49,3.83,0.38,0.37,39.55,31.41,42.16,0.137,28.73,0,1,0
2022-05-04,Dera Ismail Khan,31.83,70.9,0.0,5.56,7.0,0.25,0.85,37.99,29.31,22.31,0.254,7.44,0,1,0
2022-05-05,Dera Ismail Khan,31.83,70.9,0.0,6.53,7.91,0.39,0.97,42.31,32.33,18.41,0.18,7.64,0,1,0
2022-05-06,Dera Ismail Khan,31.83,70.9,0.0,6.94,10.84,0.52,0.06,39.63,32.03,18.46,0.264,8.51,0,1,0
2022-05-07,Dera Ismail Khan,31.83,70.9,0.75,5.65,8.15,0.75,1.78,49.01,40.47,49.82,0.249,3.29,0,1,0
2022-05-08,Dera Ismail Khan,31.83,70.9,0.62,2.61,3.92,1.91,1.1,28.19,18.34,42.49,0.186,7.16,0,0,0
2022-05-09,Dera Ismail Khan,31.83,70.9,0.61,2.33,10.12,0.61,0.11,43.48,35.31,29.45,0.135,15.24,0,1,0
2022-05-10,Dera Ismail Khan,31.83,70.9,1.16,1.88,1.98,1.16,0.21,39.12,32.02,36.77,0.162,3.91,0,1,0
2022-05-11,Dera Ismail Khan,31.83,70.9,0.81,9.23,9.33,4.14,2.09,40.37,30.61,50.03,0.173,22.81,0,1,0
2022-05-12,Dera Ismail Khan,31.83,70.9,2.06,2.1,2.38,2.06,1.07,36.04,27.55,31.66,0.193,25.82,0,0,0
2022-05-13,Dera Ismail Khan,31.83,70.9,0.72,2.71,6.68,0.73,0.69,42.89,36.28,53.19,0.304,12.05,0,1,0
2022-05-14,Dera Ismail Khan,31.83,70.9,0.12,3.25,7.27,2.16,0.0,39.18,32.71,50.73,0.205,26.44,0,1,0
2022-05-15,Dera Ismail Khan,31.83,70.9,0.0,0.74,1.88,0.01,3.28,37.9,30.51,66.25,0.153,18.81,0,1,0
2022-05-16,Dera Ismail Khan,31.83,70.9,0.0,2.13,4.02,3.24,0.07,33.13,26.13,60.59,0.191,8.14,0,0,0
2022-05-17,Dera Ismail Khan,31.83,70.9,0.53,2.06,3.1,0.53,0.31,39.11,30.1,33.77,0.151,15.72,0,1,0
2022-05-18,Dera Ismail Khan,31.83,70.9,1.69,1.96,2.93,1.69,0.85,38.85,32.32,42.81,0.165,14.7,0,1,0
2022-05-19,Dera Ismail Khan,31.83,70.9,0.43,3.56,4.13,0.43,0.17,32.77,24.61,32.95,0.208,22.54,0,0,0
2022-05-20,Dera Ismail Khan,31.83,70.9,0.0,2.3,8.07,0.43,1.29,32.07,22.27,37.99,0.219,10.57,0,0,0
2022-05-21,Dera Ismail Khan,31.83,70.9,0.0,2.13,9.11,1.04,0.56,38.15,30.77,38.18,0.204,19.35,0,1,0
2022-05-22,Dera Ismail Khan,31.83,70.9,0.0,7.02,7.44,1.53,0.91,37.29,27.41,42.21,0.189,19.82,0,1,0
2022-05-23,Dera Ismail Khan,31.83,70.9,1.11,2.53,3.0,1.11,1.36,37.8,31.8,22.19,0.247,0.0,0,1,0
2022-05-24,Dera Ismail Khan,31.83,70.9,1.28,3.46,3.78,1.28,1.01,45.29,36.47,68.86,0.234,26.67,0,1,0
2022-05-25,Dera Ismail Khan,31.83,70.9,0.0,1.55,2.25,1.39,0.14,35.32,25.59,40.93,0.159,8.96,0,0,0
2022-05-26,Dera Ismail Khan,31.83,70.9,0.0,3.8,3.95,0.1,1.61,34.52,28.08,35.15,0.082,12.76,0,0,0
2022-05-27,Dera Ismail Khan,31.83,70.9,0.25,3.0,6.58,0.55,0.13,46.28,39.56,75.24,0.183,16.8,0,1,0
2022-05-28,Dera Ismail Khan,31.83,70.9,0.09,9.19,10.97,0.38,0.3,42.78,33.17,51.85,0.25,5.01,0,1,0
2022-05-29,Dera Ismail Khan,31.83,70.9,1.1,1.97,3.36,1.1,1.02,36.02,26.25,66.53,0.169,23.13,0,0,0
2022-05-30,Dera Ismail Khan,31.83,70.9,1.34,4.23,7.6,1.34,0.89,37.5,30.16,46.19,0.251,19.94,0,1,0
2022-05-31,Dera Ismail Khan,31.83,70.9,0.39,3.64,7.0,1.16,1.45,43.02,35.23,50.89,0.172,6.4,0,1,0
2022-06-01,Dera Ismail Khan,31.83,70.9,0.02,7.42,8.04,0.54,0.07,42.52,35.51,63.65,0.192,14.73,0,1,0
2022-06-02,Dera Ismail Khan,31.83,70.9,0.02,0.25,6.54,0.26,1.21,38.72,28.79,57.94,0.141,27.85,0,1,0
2022-06-03,Dera Ismail Khan,31.83,70.9,0.6,0.71,1.38,1.19,0.16,41.45,34.14,13.71,0.129,13.08,0,1,0
2022-06-04,Dera Ismail Khan,31.83,70.9,0.67,1.44,4.18,0.67,1.74,41.31,34.09,51.45,0.146,12.51,0,1,0
2022-06-05,Dera Ismail Khan,31.83,70.9,0.06,1.64,3.1,2.67,0.34,37.53,28.53,25.74,0.167,24.55,0,1,0
2022-06-06,Dera Ismail Khan,31.83,70.9,0.22,2.19,4.35,1.31,0.89,46.25,39.49,30.67,0.147,1.0,0,1,0
2022-06-07,Dera Ismail Khan,31.83,70.9,2.74,2.89,5.74,2.74,0.98,37.12,27.56,46.09,0.161,12.05,0,1,0
2022-06-08,Dera Ismail Khan,31.83,70.9,0.86,1.79,2.37,0.86,1.16,39.71,30.74,27.89,0.151,15.98,0,1,0
2022-06-09,Dera Ismail Khan,31.83,70.9,0.0,1.15,1.43,0.74,0.03,36.72,30.68,46.29,0.252,10.98,0,0,0
2022-06-10,Dera Ismail Khan,31.83,70.9,0.0,0.73,4.67,0.08,1.02,43.64,35.51,50.9,0.169,8.21,0,1,0
2022-06-11,Dera Ismail Khan,31.83,70.9,0.0,1.6,3.71,0.65,0.46,33.11,24.63,25.28,0.161,28.22,0,0,0
2022-06-12,Dera Ismail Khan,31.83,70.9,2.04,2.25,2.26,2.04,0.62,28.95,21.38,28.63,0.072,10.91,0,0,0
2022-06-13,Dera Ismail Khan,31.83,70.9,1.6,2.13,3.36,1.6,2.47,27.39,19.32,69.73,0.133,18.49,0,0,0
2022-06-14,Dera Ismail Khan,31.83,70.9,0.0,1.32,2.57,0.09,0.12,40.79,31.54,23.99,0.15,31.43,0,1,0
2022-06-15,Dera Ismail Khan,31.83,70.9,0.0,8.08,10.0,1.11,0.19,38.25,28.62,34.29,0.17,17.32,0,1,0
2022-06-16,Dera Ismail Khan,31.83,70.9,0.08,3.63,3.74,0.08,0.66,37.6,29.7,28.95,0.178,21.58,0,1,0
2022-06-17,Dera Ismail Khan,31.83,70.9,1.24,2.7,14.06,1.34,0.3,28.66,19.19,22.72,0.264,0.0,0,0,0
2022-06-18,Dera Ismail Khan,31.83,70.9,0.74,3.73,4.97,0.74,1.34,31.47,24.76,29.87,0.202,10.17,0,0,0
2022-06-19,Dera Ismail Khan,31.83,70.9,0.56,1.51,1.71,0.75,0.65,31.26,23.4,29.35,0.21,7.32,0,0,0
2022-06-20,Dera Ismail Khan,31.83,70.9,0.62,2.23,3.82,0.84,0.06,35.74,27.49,68.1,0.195,25.41,0,0,0
2022-06-21,Dera Ismail Khan,31.83,70.9,0.0,0.1,1.35,6.23,0.15,34.46,28.17,46.41,0.108,20.08,0,0,0
2022-06-22,Dera Ismail Khan,31.83,70.9,0.22,0.96,4.29,0.33,0.65,44.49,37.59,53.94,0.17,16.09,0,1,0
2022-06-23,Dera Ismail Khan,31.83,70.9,0.0,7.6,8.42,0.11,0.55,40.51,33.77,57.62,0.218,23.18,0,1,0
2022-06-24,Dera Ismail Khan,31.83,70.9,0.0,0.45,1.11,0.07,0.71,44.1,37.29,39.14,0.155,10.65,0,1,0
2022-06-25,Dera Ismail Khan,31.83,70.9,0.52,3.23,7.28,1.96,0.48,30.54,24.0,44.32,0.193,9.75,0,0,0
2022-06-26,Dera Ismail Khan,31.83,70.9,0.92,1.3,5.97,0.92,1.14,33.42,24.19,37.4,0.165,9.5,0,0,0
2022-06-27,Dera Ismail Khan,31.83,70.9,0.99,4.94,17.01,0.99,0.28,40.2,31.97,47.45,0.294,5.51,0,1,0
2022-06-28,Dera Ismail Khan,31.83,70.9,1.29,1.41,2.51,1.29,1.5,40.54,33.07,67.28,0.134,47.99,0,1,0
2022-06-29,Dera Ismail Khan,31.83,70.9,3.43,3.88,4.23,3.43,0.26,38.27,29.5,10.0,0.225,22.47,0,1,0
2022-06-30,Dera Ismail Khan,31.83,70.9,0.96,2.77,10.07,0.96,0.71,33.43,26.48,57.37,0.195,1.02,0,0,0
2022-07-01,Dera Ismail Khan,31.83,70.9,0.82,9.92,10.62,9.18,1.75,42.82,33.45,41.44,0.158,20.63,0,1,0
2022-07-02,Dera Ismail Khan,31.83,70.9,0.0,7.9,8.63,1.57,1.89,37.78,28.99,45.97,0.155,21.83,0,1,0
2022-07-03,Dera Ismail Khan,31.83,70.9,0.0,1.07,16.78,1.4,3.68,43.32,35.56,35.61,0.283,20.8,0,1,0
2022-07-04,Dera Ismail Khan,31.83,70.9,1.56,2.17,5.15,3.86,0.71,41.86,34.82,31.41,0.165,13.39,0,1,0
2022-07-05,Dera Ismail Khan,31.83,70.9,0.19,1.02,5.5,3.64,2.11,42.44,33.84,34.13,0.288,1.55,0,1,0
2022-07-06,Dera Ismail Khan,31.83,70.9,1.5,2.32,2.58,1.5,0.57,36.75,27.68,15.51,0.195,25.41,0,0,0
2022-07-07,Dera Ismail Khan,31.83,70.9,2.76,9.33,9.6,2.76,2.31,38.6,32.24,10.0,0.148,14.21,0,1,0
2022-07-08,Dera Ismail Khan,31.83,70.9,2.03,3.51,9.76,2.03,0.47,30.57,24.5,35.6,0.156,6.14,0,0,0
2022-07-09,Dera Ismail Khan,31.83,70.9,0.0,29.45,38.63,1.73,0.28,36.31,27.91,48.59,0.422,20.72,1,0,0
2022-07-10,Dera Ismail Khan,31.83,70.9,5.87,7.37,17.48,8.38,1.5,45.44,36.5,17.79,0.212,24.46,0,1,0
2022-07-11,Dera Ismail Khan,31.83,70.9,6.86,15.25,24.9,6.86,0.9,39.21,29.32,51.83,0.369,24.32,0,1,1
2022-07-12,Dera Ismail Khan,31.83,70.9,0.0,3.56,3.88,1.19,8.04,36.31,29.61,31.37,0.179,6.07,0,0,0
2022-07-13,Dera Ismail Khan,31.83,70.9,2.34,2.46,3.69,2.34,2.16,37.33,29.26,15.01,0.17,15.53,0,1,0
2022-07-14,Dera Ismail Khan,31.83,70.9,0.96,8.25,15.7,0.96,9.67,39.88,33.34,53.62,0.233,24.33,0,1,0
2022-07-15,Dera Ismail Khan,31.83,70.9,8.09,13.62,22.74,8.09,0.35,38.77,32.44,28.57,0.344,10.52,0,1,1
2022-07-16,Dera Ismail Khan,31.83,70.9,2.44,3.34,12.93,12.78,0.15,37.14,28.48,34.05,0.229,2.52,0,1,0
2022-07-17,Dera Ismail Khan,31.83,70.9,0.53,4.84,8.8,4.05,2.13,35.77,29.3,22.09,0.143,14.93,0,0,0
2022-07-18,Dera Ismail Khan,31.83,70.9,1.17,15.83,19.2,3.95,0.73,38.8,31.76,52.5,0.328,3.53,0,1,0
2022-07-19,Dera Ismail Khan,31.83,70.9,1.03,2.8,11.7,3.6,4.43,37.53,31.44,35.79,0.24,8.63,0,1,0
2022-07-20,Dera Ismail Khan,31.83,70.9,10.29,28.9,31.04,10.29,1.22,36.56,27.61,30.69,0.296,25.07,1,0,1
2022-07-21,Dera Ismail Khan,31.83,70.9,3.64,3.88,11.46,3.64,4.84,37.79,31.26,39.92,0.23,18.56,0,1,0
2022-07-22,Dera Ismail Khan,31.83,70.9,1.37,9.43,14.88,1.37,0.35,39.17,29.61,69.13,0.266,17.09,0,1,0
2022-07-23,Dera Ismail Khan,31.83,70.9,0.35,1.31,11.72,2.0,0.7,37.01,30.96,59.72,0.268,10.8,0,1,0
2022-07-24,Dera Ismail Khan,31.83,70.9,5.15,13.85,16.1,5.15,1.32,35.44,27.6,84.72,0.283,22.39,0,0,0
2022-07-25,Dera Ismail Khan,31.83,70.9,6.63,8.48,10.32,6.63,3.74,42.31,36.28,32.51,0.263,10.52,0,1,0
2022-07-26,Dera Ismail Khan,31.83,70.9,0.0,13.19,16.0,3.28,0.96,46.05,37.03,57.1,0.307,12.63,0,1,0
2022-07-27,Dera Ismail Khan,31.83,70.9,0.87,10.75,12.14,0.87,1.19,34.86,27.33,32.65,0.241,27.86,0,0,0
2022-07-28,Dera Ismail Khan,31.83,70.9,1.9,6.5,10.11,1.9,0.67,39.77,31.83,34.76,0.245,28.35,0,1,0
2022-07-29,Dera Ismail Khan,31.83,70.9,0.47,6.54,13.18,1.95,1.35,43.08,34.86,38.66,0.242,10.85,0,1,0
2022-07-30,Dera Ismail Khan,31.83,70.9,3.83,4.71,17.18,3.83,2.11,35.05,27.29,10.16,0.254,8.75,0,0,0
2022-07-31,Dera Ismail Khan,31.83,70.9,0.47,6.45,9.14,1.32,1.46,37.96,31.41,40.27,0.263,26.86,0,1,0
2022-08-01,Dera Ismail Khan,31.83,70.9,0.0,1.11,6.33,0.24,0.21,39.49,31.71,51.11,0.154,21.27,0,1,0
2022-08-02,Dera Ismail Khan,31.83,70.9,3.63,11.85,16.09,3.63,1.93,38.63,30.75,45.4,0.371,16.82,0,1,0
2022-08-03,Dera Ismail Khan,31.83,70.9,4.18,25.14,49.04,14.7,2.68,40.46,31.22,33.65,0.54,11.68,1,1,0
2022-08-04,Dera Ismail Khan,31.83,70.9,8.28,17.78,24.67,8.28,2.5,34.53,26.86,32.02,0.309,14.58,0,0,1
2022-08-05,Dera Ismail Khan,31.83,70.9,5.52,6.22,16.49,5.52,0.32,45.94,38.31,59.89,0.308,9.11,0,1,0
2022-08-06,Dera Ismail Khan,31.83,70.9,5.26,24.93,37.54,5.26,1.97,41.52,32.82,14.11,0.439,23.92,1,1,0
2022-08-07,Dera Ismail Khan,31.83,70.9,0.0,4.99,14.7,1.3,8.3,34.28,28.03,43.24,0.335,10.65,0,0,0
2022-08-08,Dera Ismail Khan,31.83,70.9,5.19,5.24,5.45,5.19,1.96,34.5,27.83,24.13,0.24,24.46,0,0,0
2022-08-09,Dera Ismail Khan,31.83,70.9,0.44,7.9,12.75,0.44,1.62,44.46,36.46,38.37,0.257,5.54,0,1,0
2022-08-10,Dera Ismail Khan,31.83,70.9,1.93,8.56,9.61,1.93,1.62,37.48,30.1,46.11,0.139,27.91,0,1,0
2022-08-11,Dera Ismail Khan,31.83,70.9,0.65,3.32,8.07,3.86,0.39,42.06,33.62,45.97,0.209,39.82,0,1,0
2022-08-12,Dera Ismail Khan,31.83,70.9,3.62,12.04,12.38,6.73,0.21,36.23,28.2,41.8,0.226,3.39,0,0,0
2022-08-13,Dera Ismail Khan,31.83,70.9,1.56,1.78,8.29,7.31,2.05,42.64,34.13,38.76,0.163,15.61,0,1,0
2022-08-14,Dera Ismail Khan,31.83,70.9,1.09,1.59,23.36,1.56,4.62,35.88,29.44,23.08,0.392,23.99,0,0,0
2022-08-15,Dera Ismail Khan,31.83,70.9,0.24,2.05,6.11,3.25,4.66,43.02,36.21,48.98,0.134,17.65,0,1,0
2022-08-16,Dera Ismail Khan,31.83,70.9,1.96,7.31,8.35,3.39,0.45,40.28,30.58,29.99,0.187,7.8,0,1,0
2022-08-17,Dera Ismail Khan,31.83,70.9,4.28,4.93,18.97,4.28,2.28,45.41,36.71,24.73,0.29,17.14,0,1,0
2022-08-18,Dera Ismail Khan,31.83,70.9,0.0,1.84,12.7,1.79,0.16,35.58,27.94,42.79,0.258,21.53,0,0,0
2022-08-19,Dera Ismail Khan,31.83,70.9,10.14,16.64,42.82,10.14,1.31,34.65,25.09,13.6,0.383,20.56,1,0,1
2022-08-20,Dera Ismail Khan,31.83,70.9,4.31,7.48,8.16,4.31,0.2,41.83,33.93,37.31,0.268,18.56,0,1,0
2022-08-21,Dera Ismail Khan,31.83,70.9,0.0,1.88,7.15,0.85,2.11,29.64,22.86,28.14,0.188,0.0,0,0,0
